chromagram,rms,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,label
0.36532846,0.14438203,1934.7465391174644,1970.1453736582375,4048.3754169083527,0.09472278615622583,-99.30023,117.56453,-29.862644,40.84935,-15.244988,27.983282,-11.957685,13.330234,-11.372655,10.531586,-8.741358,8.415969,-6.837773,0.4376173,-5.30795,1.6482564,-7.353809,0.5184756,-1.4576787,-5.915813,country
0.2926157,0.118415296,1261.4725706259774,1396.4742546064238,2422.2188927457946,0.0605177971529389,-185.83063,155.27849,-25.014673,20.561604,-3.8407311,-0.5806228,-4.5706744,-5.903666,-16.528866,-0.4431445,-16.29576,-4.208365,-16.804604,-4.542982,-8.359379,-9.976461,-7.7606554,-8.344744,-6.843709,-10.19351,country
0.3449937,0.15668954,1711.2823134696316,1873.545126868759,3556.4341534041473,0.08226991492652745,-96.21306,131.9257,-26.34215,35.9756,-22.810299,14.49671,-11.8467455,11.812926,-21.224047,11.553473,-12.924739,7.191204,-13.943577,2.9514246,-5.0255914,1.5374326,-4.3905463,2.5504074,-5.363292,-5.9747763,country
0.37487903,0.09585826,1549.0049755952064,1823.8118443639548,3289.6505900159514,0.06973622994006187,-166.9795,132.4592,-17.290655,46.91947,-3.6244433,20.921944,-8.819719,8.521291,-15.130766,8.098218,-16.942902,6.6550097,-10.937328,1.091862,-6.2893305,-3.6328301,-7.3762116,-2.171515,-3.837422,-9.666064,country
0.35502496,0.08233686,1534.0256765890642,1697.0711819286034,3117.751345888921,0.07112819025522042,-207.21536,130.93448,-18.50074,33.306625,-3.925002,15.375707,-6.399255,2.936305,-16.783955,7.0897455,-8.578888,4.8140683,-12.240508,-1.0123888,-4.5459814,-6.07023,-5.531946,-2.3655062,-6.537549,-5.90151,country
0.37186286,0.1797411,2187.0867113514614,2242.0767272311095,4840.857245142111,0.11371855060904873,-60.884136,105.47566,-16.891281,40.70618,-15.026492,36.024708,-12.803594,17.482777,-16.734509,11.757274,-10.129632,13.192775,-12.202502,2.3455744,-12.190842,6.4322743,-1.7839459,6.3338556,-1.3270973,-2.8020136,country
0.29725873,0.12835285,1321.163087522188,1409.3117995329899,2589.16366824971,0.06649877042246713,-184.02577,159.84648,-23.118704,43.00631,-9.449421,8.794507,-1.6215798,4.3255105,-13.346609,0.8088532,-13.964398,1.4381047,-7.371566,0.6026305,-3.3798723,-3.591863,-9.066288,-3.168437,-4.0628905,-7.051202,country
0.33736125,0.1314977,1512.9985603792006,1558.113962391193,2922.345438025667,0.08782189554331013,-118.187065,152.96684,-46.51027,31.115103,-17.286692,6.2655683,-3.6716983,13.043842,-13.127054,15.689168,-13.074953,5.703222,-10.688224,1.0149347,-6.7004304,2.5928032,-9.80458,0.15296194,-3.4551744,-7.4180427,country
0.37636063,0.04335498,1144.7179186044245,1443.9700378494604,2223.115868800754,0.049895697384957464,-302.39554,150.12311,-3.701435,26.948479,-0.25399536,13.509344,7.237615,4.229459,1.7686701,6.568506,-0.4992079,7.897372,1.3242469,0.47663483,0.09428959,-3.2007334,-1.8254657,0.87871695,0.58615136,-3.1594546,country
0.31033093,0.11534119,963.4905601645282,1235.4158567095824,1754.4231370540892,0.045760600952242846,-229.03807,180.35634,4.526343,24.161379,1.097504,4.0044537,-5.998278,1.8956491,-13.127577,0.01936981,-13.498177,1.5882684,-13.411388,-5.6952996,-7.594437,-9.80387,-3.776454,-4.801566,-4.711809,-2.9500494,country
0.3876135,0.15327343,2049.045781101912,2187.8226690897964,4434.182802983613,0.08936113326566125,-100.99431,111.63336,-13.153435,44.621353,-5.950809,29.347822,-7.951811,19.593695,-22.441685,17.26646,-17.82022,11.411719,-12.460062,1.6453503,-8.522619,2.7252831,-7.2915797,4.8808866,-1.2040287,-1.3010005,country
0.37844098,0.16788699,2102.3281888392166,2152.7652938002825,4418.120332439095,0.10104778434358082,-74.12643,107.600105,-21.179626,47.21442,-5.97745,17.78768,-20.407307,14.968517,-15.963007,15.740866,-14.652679,10.677684,-10.131951,4.446373,-7.645865,6.9328957,-9.009786,4.172193,-3.7496393,-3.5905035,country
0.38603014,0.16658892,2253.352182532848,2261.535684129344,4799.4228991444315,0.10606314651005413,-68.546936,101.35421,-16.902634,51.51637,-10.247856,20.066511,-21.791742,15.527233,-18.79273,16.348837,-17.898853,12.1166525,-13.198233,3.8880503,-8.877085,5.02782,-9.822133,6.537107,-4.507073,-1.806975,country
0.3185363,0.13105828,1436.0750491855931,1729.6708462141694,2924.277264446781,0.059544633362335654,-148.5025,141.27963,-15.892202,44.664402,0.99908507,13.659057,-13.239484,12.647837,-11.701894,12.156608,-10.480563,9.912003,-5.0664206,1.3474506,-0.55809826,2.8626792,-8.0917425,2.1117847,-2.4860356,-4.4346166,country
0.31983674,0.18069547,1964.8428801488071,2036.3820984889107,4059.1420184708527,0.0929928430732792,-80.20112,108.2086,-23.832516,52.631996,-6.4114456,15.065775,-17.652096,9.721559,-16.17636,8.915455,-15.952365,8.011225,-10.704575,4.5668592,-4.96431,3.9891233,-9.808158,2.6829665,-8.187677,-5.23575,country
0.3378934,0.13549542,1596.3075160275193,1853.31621095918,3291.4408601906903,0.06926758567768755,-145.99527,124.62667,-17.918322,49.24787,-0.15566136,22.77977,-7.1806135,16.739628,-9.713184,15.430895,-7.6280904,10.920393,-3.4498408,5.424254,-4.934614,5.1143184,-8.047359,2.6453922,-1.8521844,-3.4174137,country
0.37221968,0.1336391,1879.4005199035505,2085.5153024104443,4031.4136478574537,0.07828473934164733,-122.408005,111.47902,-13.692518,53.851543,-2.6668983,19.697926,-14.1185255,13.749604,-14.021494,14.629465,-13.982924,9.230216,-10.549586,3.010991,-8.307833,5.0840073,-9.6319,4.327274,-5.678128,-1.6579348,country
0.32850364,0.10862677,1591.292872476873,1806.873242315957,3162.8828079683876,0.07395969281709204,-170.80777,124.75234,-19.224127,39.204784,-3.749623,15.295649,-12.963913,8.524566,-11.824914,11.323732,-13.77238,3.108307,-10.077926,2.9007025,-5.476939,2.5371387,-9.191259,1.0860656,-3.5707705,-6.707165,country
0.3537357,0.1526852,1622.7363514869783,1963.356614158323,3526.9904541582077,0.06605051841647332,-121.93229,123.24042,-8.487368,51.601883,-0.08187824,20.415293,-11.876684,16.255732,-11.528151,11.828814,-8.078534,9.130592,-8.649566,5.5479927,-5.714283,3.9570346,-5.457431,4.972629,-3.0457745,-3.3154168,country
0.32218173,0.104693964,1321.5949691094013,1667.1728952920007,2583.801184563515,0.052491933729698376,-205.04756,141.00269,-8.973265,36.97793,6.4291587,14.879154,-4.315716,12.230698,-11.440385,11.854239,-7.8940215,9.913315,-2.3496451,4.493208,-5.004017,3.1499908,-4.527203,2.6537564,-3.1132057,-10.711282,country
0.3713019,0.14745136,1927.4143433799961,1972.1414416206896,3883.4790435578598,0.09899685203982986,-91.63267,115.850784,-30.20836,52.29311,-5.0163894,16.967228,-15.659036,13.549748,-12.75727,15.972384,-11.964477,11.070456,-9.953345,2.0991294,-7.8199215,5.044384,-7.286926,3.0511475,-4.434996,-2.2309792,country
0.35343498,0.08950489,1563.3282750787007,1779.1247422164904,3233.777506888051,0.06473823895494973,-193.70384,125.574196,-20.938473,46.35038,-2.6909137,12.839847,-6.6056113,10.741081,-10.902266,6.133662,-9.4350605,5.1700754,-3.6576488,0.33445567,-8.012645,0.39654216,-6.5292635,1.1794764,0.72456425,-5.2031183,country
0.3704802,0.1765343,2335.0732890934605,2212.575874895393,4839.2751459179235,0.12120930611948956,-50.75182,96.705154,-24.317892,66.08044,-14.691867,24.385984,-21.024286,12.46228,-18.149168,13.252155,-12.808224,9.793718,-11.343371,4.9252253,-7.8534966,5.7445984,-10.296609,3.7275383,-3.2355325,0.38497397,country
0.25108805,0.092552,1537.649194401882,1716.1097370572518,3055.325041237674,0.06812788512664346,-213.58212,117.22309,-21.87207,45.651947,-10.289831,5.0556602,-11.914363,5.5757074,-17.804672,0.18622813,-14.1721,-1.1578784,-10.305901,-4.0697365,-6.6420403,-5.425389,-9.719611,-3.209922,-4.4590545,-9.160189,country
0.366814,0.20677914,1474.633907805747,1745.5164994731538,3107.7175060723607,0.0629996102813225,-104.30147,136.42401,-20.968946,52.842995,2.0333495,20.441082,-11.608104,17.662178,-15.740553,11.053034,-11.325997,3.6736598,-6.4943643,0.043031484,-2.0323787,2.1956425,-7.116772,1.8532399,1.6719611,-1.4894059,country
0.32886878,0.17533699,1557.6838950873705,1762.1843713886456,3220.9208689820184,0.0673669518561485,-124.76745,127.31472,-23.385271,47.384243,0.57285047,16.016811,-9.985472,16.203802,-16.741411,6.7925615,-8.200077,3.2057223,-1.6037219,-2.1470482,-3.5311782,2.2198868,-1.4101483,-1.6850333,-1.0316803,-2.626983,country
0.32574505,0.21812946,1754.2791314825852,1861.89171046897,3505.0409091321058,0.09741305346094355,-69.81324,124.21116,-32.481983,47.689655,1.4027225,22.611412,-8.744138,21.42699,-15.670838,15.738124,-12.439984,9.570569,-9.043077,2.8969758,-3.181925,5.8353286,-5.609102,4.1679683,0.114141315,-1.734588,country
0.34807774,0.15314192,1560.9704395228032,1782.6630179327406,3175.1066061847446,0.0671992821925754,-148.32594,126.86316,-19.567993,52.85145,8.588254,17.879751,-8.0787735,17.778482,-15.498924,13.507554,-10.954302,9.461726,-1.9177357,1.8723388,-2.665878,3.386416,-3.5110016,2.115774,2.1000001,-0.101300985,country
0.27081817,0.17632218,1425.0102958845073,1690.948858190191,2980.1253670606147,0.06172207318252127,-139.55894,128.80774,-20.222406,49.419292,-2.1611488,16.970991,-8.320387,9.811275,-20.12681,2.491771,-11.236035,3.7693121,-6.397823,-3.3421352,-2.8964465,1.9815009,-4.1843605,1.3862178,2.4368868,-3.615435,country
0.38083848,0.2208107,2157.4770613555174,2160.389366514926,4478.648118021317,0.10824587321152358,-42.141018,106.256935,-24.205154,44.6694,-12.335084,20.522795,-16.045717,18.485752,-18.775583,15.510426,-15.453374,8.948847,-9.969913,6.9285,-8.801348,4.5636826,-9.04154,1.0623459,-6.443358,-0.98648995,country
0.4454765,0.1421839,2297.869205004395,2565.714337933429,4888.775343226358,0.09652545382318953,-111.0967,94.02796,12.417175,16.642748,8.123975,15.666401,-1.4119719,7.022716,0.97305274,-1.4942187,-3.0857205,-5.098383,-3.7134497,0.2266845,-2.1035185,-1.8155713,-5.322057,1.239463,-5.596891,-3.5927186,disco
0.41068622,0.17722093,3292.625966945947,2768.043873877296,6522.402264994959,0.1885523173483103,-28.996529,51.860023,-7.5677757,21.508852,8.1424885,18.112507,6.885487,6.562539,0.70928806,11.163655,-1.8102521,1.6388948,-2.5885515,-1.3734937,-3.614005,0.21583067,-0.39118215,2.636313,-3.3629978,-0.08929598,disco
0.41207898,0.1613253,3592.1012577762776,3398.440463077854,8074.801288790603,0.153338438950116,-53.13909,57.17435,21.162836,11.30518,18.122616,1.6669307,0.35104898,2.3306582,-5.102267,2.7492874,3.1521554,-5.5143642,-3.1580532,-0.5187849,-2.6432729,-1.9865407,-1.2333367,-3.362679,-3.7351234,-1.4498472,disco
0.49503717,0.19636448,3045.7695051132,2720.353315568026,6206.322905441811,0.1495607339559387,-44.42723,52.30886,3.2418208,43.953217,12.588356,24.510374,4.9180803,15.308396,2.044262,10.394155,-1.4653997,8.832397,0.41070485,4.66618,-1.832787,2.9848661,-2.0359886,-3.3493857,-4.1558495,-0.35771257,disco
0.38210693,0.114596516,3328.4851237797516,3111.695357045901,7195.803613507831,0.16901441959106728,-83.52435,64.48861,5.6472383,2.7041247,0.78757215,6.166559,1.8875427,1.9781004,-1.8109947,1.8594126,2.4581623,-0.22353378,2.9570415,-3.3824437,-0.867831,0.04719252,-1.5651661,0.56184113,0.30027753,-2.7824757,disco
0.44804993,0.20692092,2722.7441876547605,2569.3401812668476,5471.916924838362,0.1446281579262452,-24.794346,73.699776,-11.751136,28.307112,6.2895517,2.1921847,8.419753,12.201461,-4.056773,13.505849,1.8663176,-0.9272373,0.52954906,2.4682264,-3.8063002,-0.9094919,-0.9912819,-3.4631002,-0.9590253,0.009427616,disco
0.47397533,0.19198646,2848.3484036039818,2490.6128872713102,5506.7628086028135,0.16364521401295437,-14.543533,65.19524,-19.888025,31.507599,-4.813732,11.862863,9.992636,5.95998,-3.7954333,9.389119,-4.3807454,3.3440945,-4.446671,-1.271667,-0.8368858,-2.1939576,-4.731374,-2.610662,-7.465981,0.23117636,disco
0.4315804,0.15965609,3098.981629103861,2728.194666882162,6098.076557062065,0.1402915488447409,-53.397984,56.168243,-6.3377185,31.603539,4.6506953,16.342302,4.108255,1.879274,-0.38301572,2.5021162,-0.54314387,0.96205235,0.49043423,-0.17256178,-1.8130158,-2.525263,0.823475,-0.33644614,0.56160444,2.7676914,disco
0.45427743,0.19054598,2801.6483406549696,2423.623085395676,5445.745412637125,0.1643124669216705,-32.53685,65.03932,-26.7631,30.297417,5.6968384,11.663855,-2.2234914,10.424505,-2.3708775,5.3699446,-3.8763738,-0.86171305,-0.21000402,3.4739802,-3.050018,0.36035395,-0.9345304,1.1829304,0.02215111,2.9284332,disco
0.44201753,0.11906227,3016.96214464188,2623.431121410353,5955.021479843387,0.1706677028953983,-68.895966,63.11453,-15.856375,28.005142,8.177577,7.328402,-4.928695,9.4916315,-0.97325915,-1.5965478,-6.1844335,-3.937838,-1.1677247,-6.53953,-6.168842,-5.038086,-4.4010987,-5.3795643,-1.6680163,-0.8958844,disco
0.43769088,0.23296298,2877.3249689743534,2623.9187736469844,5865.000033987094,0.15030263619006187,-6.741961,61.12743,-16.67887,27.439548,7.7315955,16.011606,4.645724,11.44995,0.34965783,9.844836,3.1930845,5.0341797,-1.8564601,1.4827125,0.9430884,-0.4382811,-0.72910964,4.4444876,-1.8468832,-0.6079323,disco
0.37345177,0.1889526,3132.8185749336876,3007.973384269933,6864.012425681554,0.1309711547757154,-41.29047,62.789955,7.32552,12.125383,6.3655076,9.256826,3.0646753,13.852242,0.15672705,8.06884,-2.6924906,-7.2195334,-3.2404904,-1.9239669,0.5174414,-3.1848865,-5.542367,-9.157989,-10.66791,-5.9776425,disco
0.42832074,0.17565948,2737.426247323321,2613.8319148868522,5710.111999511719,0.1314991138599537,-57.933544,68.41913,-15.22996,23.413599,14.886443,13.217882,2.1852021,12.799521,0.054304052,12.769552,0.014449956,3.3858511,0.84701234,1.0500926,0.5555305,2.9854589,2.8992279,4.0180182,0.52031,1.9484714,disco
0.42122516,0.17085291,3391.3829790307273,3108.9164354770596,7203.938934255365,0.1595289992991106,-40.04595,56.216267,23.69483,31.939434,2.4525623,2.5685513,-2.4853036,3.1026103,1.8834163,3.3490376,-0.0007126197,-1.5172743,-2.4537697,-5.0743437,-3.6771395,-7.851332,-3.0459442,-2.784665,-7.4949126,-3.6211922,disco
0.4361646,0.17381518,3087.3869048697566,2812.593397276183,6529.785515280331,0.156306688999613,-23.899439,61.2246,-0.95783985,25.333397,0.39232627,6.033596,2.4903502,6.1930246,-0.32794172,9.698276,-5.509934,1.0603335,-2.4392185,-0.5666569,-1.5579768,-0.8972914,-6.7342577,-3.7094347,-4.45973,-0.7712046,disco
0.41491163,0.2159784,2362.1999951747694,2806.7259624880908,5439.015654455481,0.09022704889307812,-46.747044,103.70501,22.142029,9.226591,2.244324,-4.8046722,4.799443,0.9555883,-9.410717,-1.0700742,-0.871984,-5.2762437,-1.757061,-3.6551132,-4.32101,-0.08568118,-2.498974,0.53737086,2.5190578,-3.5439272,disco
0.43524903,0.20577256,2520.400966509234,2562.6578718912633,5334.7809469288795,0.11424808429118774,-35.822617,83.805534,-2.9022396,32.21156,9.14292,4.183921,0.13907073,11.092201,-2.8971176,7.998059,0.6317119,3.6695676,3.7780898,4.0573974,-3.283599,0.10194917,-3.8418796,-0.49799684,-3.4173274,-0.76581115,disco
0.4044994,0.11612891,2564.319118061095,2669.9292536235307,5388.255249873115,0.12072102486948956,-98.16172,92.40012,2.656638,19.368626,3.5767448,-1.7492285,-1.7037683,-3.180561,-9.103617,-4.0835686,-5.186327,-5.482036,-4.2346816,-3.767995,-1.7102257,-5.5827136,-4.691309,-2.7149432,-1.851295,-3.1032028,disco
0.3698974,0.1388271,3042.884603420503,3000.391639152534,6836.725377483323,0.14358338771268367,-73.080666,71.74356,12.050659,1.4259799,4.5330343,10.859456,3.8705072,0.93732005,-5.980537,9.043951,-2.3718376,3.5550735,-0.14401492,3.1386452,-0.051765434,0.39516604,1.1023957,1.5201072,2.2937436,1.9267272,disco
0.44504184,0.1470512,2117.530159147441,2143.855211469565,4198.499979607744,0.10365534971964424,-95.01546,109.33993,-30.174461,16.372013,20.042109,11.961959,3.494607,6.1797285,5.2107387,8.621323,0.32790324,0.37771297,0.5331152,-1.8017045,0.9784215,-0.05666786,-3.6677232,-2.1417727,-3.651552,-4.4041686,disco
0.34250626,0.12458624,2116.9272745970575,2114.1336689428517,4349.140806264501,0.10326298760150812,-104.11206,105.87217,-14.32532,36.70712,-10.336207,16.793823,-6.814497,8.132146,-4.4654417,0.976478,-10.008007,0.38178325,-1.7023792,2.9702122,-0.89624214,-3.0610397,-4.454471,-6.517132,-8.449629,-2.7755573,disco
0.4013674,0.11141668,3248.6133322702376,3305.0049708845363,7422.285280869344,0.12404534029389018,-115.042076,70.4221,31.227125,11.165527,13.071171,3.8847785,1.8103958,4.97502,-1.037005,3.9301383,-1.2841069,-0.68819934,-1.0692142,-0.13310166,-2.1552374,-2.3191397,-6.380521,-5.3048534,-4.9928303,-3.8499856,disco
0.43654624,0.13689043,3708.0462875354838,3249.645635361001,7808.592277225928,0.17288668249709976,-71.92822,46.863697,21.034687,29.959736,9.510751,2.4001265,8.2445135,2.5220788,-2.1479874,0.45015383,-0.22858356,-1.5527982,-3.6147013,-3.8169127,-5.290579,-2.920287,-2.889933,-1.7919189,-0.7144924,-0.98579246,disco
0.43533102,0.17825629,3167.5676546703503,2934.8962699320996,6730.141850801189,0.15097822409126063,-32.141384,60.043106,3.3760169,18.979391,4.3343554,0.69017345,-2.018845,1.3335377,-4.638999,3.7953234,-6.7361574,-4.882986,-2.334522,-1.6842225,-3.495149,-2.6740205,1.0040562,4.012954,4.695799,5.842496,disco
0.3727271,0.1429801,2624.5953730379574,2709.710232952532,5605.452492840052,0.12021650534126063,-69.60469,83.0852,-16.600288,0.11959829,7.4245605,0.770018,1.3361764,4.7021747,-1.4133263,3.3238108,-2.874508,-8.19904,-5.7656546,-0.25974402,-3.2042058,-1.8783045,4.046981,3.6555672,1.9048915,3.6180546,disco
0.35800803,0.10791545,2410.1827466667305,2575.801114233163,5080.48698974043,0.09966035564095127,-124.13812,90.15503,-11.326765,10.933904,-1.1476145,-3.7609541,-0.85937124,-3.8346415,-3.7020185,-0.25868738,-5.817556,-3.438944,-4.631164,-4.5604224,-5.489603,-5.1902394,-4.594845,-1.8010633,-1.3215202,-1.9682508,disco
0.4012796,0.1430796,3043.4814904722807,2969.132679150249,6612.491956387761,0.13159576203596288,-68.01875,66.34894,11.856791,21.97922,9.759335,6.6914167,1.5993632,3.8091695,0.9501345,4.7700124,-4.209759,-0.06496473,-1.2371032,0.075456776,-1.1339484,-2.0654807,2.5616038,1.3859658,2.1798165,2.2487326,disco
0.48522693,0.11563887,2908.392060756294,2990.0664666833413,6346.674306210121,0.10118297745069606,-155.79207,60.578403,23.198116,31.210896,25.073206,16.914066,9.436687,8.456102,5.326895,6.55658,5.768651,3.919316,7.570214,2.174764,4.4267545,4.349401,-0.011640751,0.89301413,-0.4827784,-4.772405,disco
0.48311153,0.17258045,3715.2713510692956,3188.9728778343033,7728.446461263776,0.19837511480085074,-20.47054,53.685226,5.986028,10.143613,17.071463,9.529997,4.614295,6.3984866,-0.33377036,1.7301813,3.674026,-0.77550465,-5.8788238,2.3292956,0.36441225,2.736544,-0.5335292,-1.2041613,0.25082886,-1.2707089,disco
0.38400295,0.14760602,3074.942777552132,3031.5916966449754,6847.691823158352,0.13853592662412992,-58.948895,68.86537,-8.465138,3.6229227,5.0786147,3.2680032,13.515597,-1.3778013,1.6619353,3.7085092,-3.7048085,-0.3206618,-2.831316,-8.798557,-4.4862633,-6.401769,0.46194544,-2.2698903,2.9837048,-0.029095266,disco
0.45015123,0.1700265,3167.8337523397327,3047.7364112328064,6935.373427530452,0.15077543443058777,-40.71369,63.950912,4.9026446,16.339071,12.110873,9.339044,4.542073,5.188459,-0.5900864,-0.08363459,2.9502366,-1.4827311,-1.7668096,-2.2777433,-6.1221275,-4.72145,-4.7412624,-5.762606,-4.028023,-5.3628445,disco
0.41721252,0.11577097,3256.7740354745392,2898.21506116307,6681.338253154002,0.17375184285576178,-66.53787,58.332245,-8.166878,15.470134,5.562298,7.685195,4.067872,-3.5916584,-1.3340572,1.6063354,-5.484921,-3.7446911,-3.2479866,-1.3403196,-3.442955,-1.1913642,-4.3740826,-3.6462944,-2.083611,-0.30783337,disco
0.36834496,0.11107334,2446.9190771478084,2449.159840250454,4958.057490302349,0.12325117519818252,-123.297844,86.988,-22.510141,6.9451156,8.464021,12.645012,-0.8519462,-0.82992256,-3.2559814,2.6263626,-0.7744256,-0.42011023,-3.8377392,-5.6514516,-1.8403051,0.12295049,-1.0549992,4.496279,-0.97895753,-5.256925,disco
0.39188722,0.15700106,2450.0500752194566,2387.5784088134096,5023.239978338892,0.1244871725154679,-57.78725,86.559814,-11.819299,38.767334,2.3642828,8.827701,-1.2815474,9.920642,-1.6515296,9.84506,3.010072,7.5055075,1.706142,5.663954,-0.69079125,3.4501667,0.1371095,-0.9481054,-2.6375148,1.643954,disco
0.35766307,0.12290352,3653.609029284893,3234.1223835329497,7835.279793086572,0.18081285044470224,-65.73728,52.81754,16.577532,12.564666,5.615615,8.381713,-0.6212921,-0.61691844,-4.08178,0.6823786,-7.781211,-1.8877473,-7.2482004,-5.269082,-3.0466483,-4.3490624,-2.543097,0.7262228,-0.30856985,2.931642,disco
0.40230754,0.15257478,3623.3629168535454,3229.512746044019,7702.858088022042,0.17633637253480278,-51.75625,55.674873,11.394242,7.4830637,12.001969,6.2593207,4.351068,4.309931,-5.9392,0.5639086,3.5909505,-2.3951561,-5.825573,-4.527664,-7.016761,-4.261119,-1.7336326,-2.142634,-2.4910064,-1.5428623,disco
0.4345731,0.17313308,3347.8844806862858,3013.058739588925,7056.886974786108,0.16203007178074247,-23.528103,57.339836,6.9995837,16.54473,5.509444,11.861256,1.690222,5.4641104,2.7528167,7.3399253,1.9629222,1.2683035,-2.3431494,-2.3224752,0.10983907,-0.14747857,2.2753143,1.5866369,-1.8370479,-2.4323506,disco
0.45447177,0.16402617,3637.1944590427943,3198.9047721643133,7770.913335176189,0.19001126860982212,-26.540972,52.054005,4.1790805,12.8681,16.743418,10.1220455,4.475881,6.3246536,1.1631846,0.6498783,4.6329284,2.135936,-3.3656242,1.6337868,-1.883891,-1.0865017,-0.674736,2.392516,4.171942,2.8664567,disco
0.37060204,0.113154024,3353.2726037165066,2986.859802148574,7042.473218169954,0.16820212804524362,-77.40928,52.196175,-9.003092,12.858372,8.561959,2.8917155,8.934339,4.0104017,-7.3488426,-2.2601588,0.9607388,-1.0447341,-3.7655544,-3.5322583,-2.4331365,-4.8858886,-1.854551,-4.1734524,-1.6650536,3.506925,disco
0.34105265,0.12433074,2327.861966296338,2431.187708053568,4866.437291545823,0.10115843121616395,-107.419846,91.091225,-8.382524,34.326694,-1.9289949,3.7837944,10.523688,5.5707474,6.945121,4.7714725,0.6847173,-3.8454554,-2.5753524,-0.90185094,7.0391426,3.7923458,3.3390825,5.1912556,2.875484,3.1851432,disco
0.42088723,0.14518227,2606.215651844842,2534.0660658987217,5354.847975728683,0.1264267026778809,-78.27702,80.05519,-9.142083,25.457935,-3.383608,16.80183,7.2575555,1.8109823,0.48798585,6.3173075,1.4957061,2.1651056,0.6582738,-3.3783584,-0.9124775,2.935873,-0.6347412,5.868362,1.8956498,-0.60633814,disco
0.355709,0.17549935,1776.08433338699,2452.269279484965,3874.0780434309745,0.05384424243522815,-121.98673,116.83764,28.313995,24.710667,10.907014,-1.8986319,-1.4007252,-0.9551913,-3.5466332,-2.6150107,-1.1202314,-4.186802,-2.5443249,-3.7719266,-0.26496136,3.247193,-5.75964,0.70710206,0.2698179,-2.2869046,disco
0.39402154,0.13601129,2403.569442471179,2394.705500692977,4900.710556844548,0.12164094221287702,-62.30591,92.05528,-19.735249,17.631166,-3.1934905,5.41343,-4.0123577,8.881421,-2.5060363,3.1576824,-0.53289634,-1.4959394,1.2951081,0.899665,-1.587655,-5.3587265,-1.3850509,1.9468946,0.5419453,-3.305118,disco
0.4201893,0.17371821,2874.940334521945,2760.083606513166,6020.004123767401,0.1347388129592034,-62.799202,77.876724,3.5501275,26.026775,5.9411836,11.304941,11.12776,-1.9641229,1.8354583,9.1690445,4.072074,0.99885994,5.614307,0.6855328,-0.13139458,2.2058816,-1.8517513,-6.817282,-3.2000089,-3.548629,disco
0.36691427,0.14897303,2329.9901338015047,2436.9654600601425,4644.094062681264,0.10958987396075019,-71.2675,97.742195,-18.385057,8.590288,5.1920986,-0.9435342,0.45482332,1.6197698,-4.7874093,0.064720534,-0.55171436,-4.455987,-5.3189573,-4.7829747,-4.600166,-5.9755974,-2.8968015,-3.432506,-2.5650098,-3.0412347,disco
0.40733507,0.13548173,2248.0037505884757,2368.6695066571224,4609.537684889791,0.10971902491782676,-81.27338,106.4781,-9.539588,17.967937,3.0111272,8.30175,3.889175,4.2496834,-3.741936,-2.0738637,-2.2084694,-4.5915937,-1.1644107,-1.8789663,-0.22717969,-1.0456437,-3.2841582,-1.8697721,-0.71339893,-0.5517717,disco
0.37634075,0.113058634,2259.5655416138134,2273.0513336182703,4889.552593895011,0.11419814626836813,-125.68153,101.78446,-17.4781,33.672756,-15.236322,23.703136,-8.659072,18.54403,-14.054307,19.97024,-15.139116,12.969247,-14.306307,3.034573,-7.0862064,1.6252398,-3.8978472,5.383634,0.9656049,2.690563,disco
0.22017531,0.04700717,1710.8693138583703,1620.1912039536521,3238.8901854335845,0.08700922636310905,-280.81012,120.824875,-37.621563,28.721212,-10.790938,-6.3994675,-13.801727,-4.0739875,-14.835255,4.801027,-20.169773,-5.097657,-6.788316,-6.3990755,-1.7463851,-4.11547,3.4043214,4.2482805,0.992358,-1.1615633,disco
0.40979934,0.11231517,2617.358915163895,2156.5754362726707,4986.177222302784,0.15433765951276102,-104.97359,80.19306,-41.08146,54.009342,-8.367721,25.723831,-12.463931,28.715523,-15.017286,15.618766,-7.6220636,12.43293,-7.3659596,5.7746162,-9.626528,3.996139,-7.3487287,3.43887,-3.5150313,-2.8993824,disco
0.42126015,0.2095554,2396.997938613417,2208.669827288799,4920.545085013051,0.13527580904389017,-45.112965,98.66076,-24.665112,40.48506,-18.09804,26.110554,-12.6792145,13.979294,-15.413933,16.178106,-14.369598,8.140781,-11.931641,5.3757954,-7.673364,3.6737888,-6.8015046,1.4873599,-5.7952094,-2.5064602,disco
0.4511117,0.15902658,2375.876794890427,2258.2296779446306,5005.320622915458,0.12873971323955916,-45.785046,101.74594,-32.090343,34.2849,-17.537125,32.316345,-15.643784,22.034702,-16.108906,18.675684,-13.076387,16.48467,-9.9050865,11.569877,-7.744584,6.1276827,-7.3680243,3.5733063,-6.619183,2.843278,disco
0.4603789,0.10638937,2650.631198195172,2308.7581493372686,5370.785543702871,0.15762987601508122,-77.22457,89.38707,-34.239395,38.701305,-22.256702,31.255943,-16.383636,22.336254,-16.026411,19.280407,-13.238133,16.733849,-10.388743,11.389332,-8.547079,5.729657,-8.34743,3.0583198,-7.5814013,2.253432,disco
